snapshot_index,time,magic_m2,final_train_nll,final_val_nll,final_kl,final_tv,steps_to_threshold,condition_id,architecture,n_sites,theta1,hidden_size,seed,snapshot_entropy
72,4.8,0.9679527930471643,1.7870119380950928,1.7242889404296875,0.6701637254053767,0.458039006809594,8.0,N6_th1.20_archmade_h48_s29,made,6,1.2,48,29,0.18893110055759413
90,6.0,1.0422330166096039,2.061860370635986,2.1036550998687744,0.8485776512205959,0.534371906743119,11.0,N6_th1.20_archmade_h48_s29,made,6,1.2,48,29,0.1845064499608188
0,0.0,1.008490162027261,1.8309973526000975,1.8177850246429443,0.6738352574093956,0.4634912854968942,9.0,N6_th1.60_archmade_h48_s11,made,6,1.6,48,11,0.22807231345757015
18,1.2,0.9350737064600487,1.738350191116333,1.788999319076538,0.6600272764259595,0.45494999268737035,9.0,N6_th1.60_archmade_h48_s11,made,6,1.6,48,11,0.15669435686493144
36,2.4,1.0444684152380752,2.021819648742676,2.019641399383545,0.7754058519272994,0.5171616450416164,11.0,N6_th1.60_archmade_h48_s11,made,6,1.6,48,11,0.18582664395060175
54,3.6,0.9385068540605364,1.7863031005859376,1.731020450592041,0.690629183013772,0.46633574359303986,7.0,N6_th1.60_archmade_h48_s11,made,6,1.6,48,11,0.20205603716938028
72,4.8,0.9662531731704318,1.9397009992599488,1.9780383110046387,0.8379927700587309,0.5252356670010838,10.0,N6_th1.60_archmade_h48_s11,made,6,1.6,48,11,0.1885127597239631
90,6.0,1.0545633371986742,2.1816083145141603,2.1709530353546143,0.8921138302034552,0.55572607017584,13.0,N6_th1.60_archmade_h48_s11,made,6,1.6,48,11,0.182102309255429
0,0.0,1.008490162027261,1.8355655288696289,1.7528109550476074,0.6696176797072766,0.46828273447360935,9.0,N6_th1.60_archmade_h48_s17,made,6,1.6,48,17,0.22807231345757015
18,1.2,0.9350737064600487,1.8626515293121337,1.8372796773910522,0.7371402416001342,0.49122675166479873,9.0,N6_th1.60_archmade_h48_s17,made,6,1.6,48,17,0.15669435686493144
36,2.4,1.0444684152380752,2.172227153778076,2.1559598445892334,0.8951717769419691,0.5392829357533825,9.0,N6_th1.60_archmade_h48_s17,made,6,1.6,48,17,0.18582664395060175
